Ref|Numero_dossier|Comite|Code_entreprise|Materiel|Resume|Adresse_pdf|Metier|Sexe|Age|Type_accident|Blessure|Deces|Circulation|Malaise|Suicide|Machine|Cause|Zone|Status|Zone_precise|Zone.Zone|Zone.Zone_NA
https://epicea.inrs.fr/servlet/public_display?unid=8F80A95E6B46F36CC125719D0054E7DC|15208|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|150102 - Mélangeur et pétrin|La victime, âgée de 47 ans, de sexe masculin, ouvrier de fabrication, après avoir procédé à la mise en route du mélangeur préalablement au chargement des différents ingrédients dans la cuve de 400 litres aurait voulu s'assurer de la fermeture du volet. Elle a introduit le bras droit dans la goulotte pour venir au contact du volet ; ce dernier étant en position ouverte la main est venue au contact du rotor de mélangeage en fonctionnement. La victime a été blessée à 2 doigts de la main droite dont le sectionnement d'une phalange du majeur.|['https://epicea.inrs.fr//EPICEA/epicea.nsf/0/8F80A95E6B46F36CC125719D0054E7DC/$FILE/Schéma.pdf']||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=9E309CC8639CC296C1257777003B3672|22203|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|130128 - Autre réservoir|"Pour procéder à l'épreuve hydraulique d'une cuve, une pompe à main est installée au sommet de la cuve et branchée sur l'un des orifices disponibles. Le remplissage est fait par un autre orifice avec une tuyauterie raccordée au réseau jusqu'à débordement de l'eau par le trou d'homme. Après débordement le trou d'homme est fermé. Huit vis agissant sur des crochets doivent assurer l'étanchéité du couvercle. La montée en pression est alors possible, dans un premier temps avec la poussée du réseau. Par la suite, c'est avec la pompe que la cuve devait être montée à la pression d'épreuve. Dans la configuration de cette épreuve, le manomètre de pression est à 1,5 mètre du sol, surveillé par la personne de l'organisme vérificateur.
Dès quatre bars, une fuite du joint du couvercle est constatée sur un orifice existant sur le plan de joint. Il est décidé alors de resserrer les vis des crochets du couvercle. Au moment où la clef agit sur la vis la plus éloignée de la victime, un chef d'atelier de 41 ans, bras tendu et le visage au-dessus du couvercle, les huit crochets glissent sur leur plan d'accrochage, le couvercle s'ouvre, pivote sur sa charnière, une gerbe d'eau s'échappe de la cuve : la victime est projetée, tombe de la cuve et gît au sol avec le visage traumatisé, ensanglanté. L'autopsie déterminera si le couvercle a touché le visage."|['https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9E309CC8639CC296C1257777003B3672/$FILE/Arbre des causes.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/9E309CC8639CC296C1257777003B3672/$FILE/Photos.pdf']||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=67674DADCBE2D92FC125719D00554622|16005|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|439000 - Autre produit chimique, parachimique, pharmaceutique|"Une chimiste de 45 ans travaille dans un laboratoire de fabrication de spécialités pharmaceutiques. Elle est chargée de préparer la phase mobile nécessaire au dosage du chlorhydrate de chlortétracycline. Placée sous une hotte, elle mesure dans deux éprouvettes les deux produits (acide perchlorique et diméthylsulfoxyde ou DMSO). L'explosion a eu lieu lorsque la salariée a versé le DMSO. Suite à cette réaction explosive, elle a été brûlée aux mains et au visage. Il a été relevé des causes à cet accident grave : - la dénomination ""solution d'acide perchlorique R"" n'apparaît dans aucun référentiel et donc peut être à l'origine d'une confusion, le produit doit-il être R ou en solution ? ; - il semblerait que la salariée est oublié de diluer l'acide perchlorique or celui-ci concentré forme un mélange explosif en présence de diméthylsufoxyde concentré (référencé R en pharmacopée)."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=3A44EDDA1D9CBE6FC125719D005506F3|15560|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|130152 - Silo, accumulateur de matière|La victime - 53 ans, mi-temps meunier, mi-temps chauffeur livreur - procédait au nettoyage d'un silo de farine, opération qui consiste à le vider entièrement du fond de farine restant. La victime, après avoir amoncelé la farine, a demandé à un autre salarié de remettre en marche la vis d'extraction, tout en restant à l'intérieur du silo. Il s'agit d'une vis planétaire dont la longueur est sensiblement égale au rayon du silo. Elle décrit un cercle sur toute la surface de base légèrement conique, ramenant la farine dans la trémie d'évacuation dans laquelle elle s'écoule par gravité. En attendant les cris de la victime, un troisième salarié est accouru et a pu voir la victime renversée à terre, côté trappe de visite. Il arrête la vis d'extraction. A son retour, il constate que la victime a été entraînée sous la tôle de la protection de la vis et est ressortie de l'autre côté. C'est au cours des premiers soins que la victime a succombé, les deux jambes étant arrachées et souffrant d'un traumatisme thoracique|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=FA49102A00F4F812C125719D0054C6ED|14978|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|998000 - Sans objet|La victime - ouvrier, 41 ans - qui faisait office de chef de chaîne depuis plusieurs années, surveillait à la reprise du poste, vers 15 heures, le démarrage des opérations. Se plaignant de fortes douleurs thoraciques au bras gauche, elle fut assistée par un collègue secouriste qui fit alerter les secours. Prise en charge très rapidement par les pompiers, elle décéda lors de son transfert à l'hôpital.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=6A84F702F1057443C125719D005369F1|11357|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050909 - Véhicule sur route non précisé|La victime, 30 ans, ouvrier meunier, venait d'effectuer une livraison de farine chez un client. Au retour, il a perdu le contrôle de son véhicule et a percuté de plein fouet la voiture qui arrivait en sens inverse. Cet accident entraîna son décès.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=BBB3F35DB63C202EC125719D00534DA9|10962|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|110125 - Conditionneuse : machine à emballer, empaqueter par film plastique|Un conducteur de ligne stagiaire de 22 ans, embauché depuis environ un mois, était chargé de l'étiquetage. Il assure le fonctionnement d'une machine de conditionnement et d'une fardeleuse (machine permettant de filmer plusieurs paquets). Au moment de son intervention, le rouleau presseur est remonté bloquant le bras et le poignet de la victime en partie haute.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=62BDD4BAAB904E81C12577E500339EEF|22323|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|430128 - Autre gaz|"Lors du déchargement d’acide formique réalisé sous pression par un transporteur étranger, le trou d’homme en partie haute de la cuve s’est ouvert.
De l’acide a débordé brûlant le chauffeur extérieur. Des vapeurs se sont répandues dans l’usine intoxiquant trois personnes : la victime, un manutentionnaire de 19 ans, et deux salariés d’une entreprise extérieure."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=4EF1E4A8F3762EB2C125719D0056538B|19450|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|410904 - Tôle|La victime - 38 ans, conducteur d'engins, ouvrier - réalisait le perçage d'une tôle de 1 mm d'épaisseur environ avec un foret de 10 mm sur une perceuse à colonne. La pièce d'une longueur de 400 mm environ était serrée dans un étau. Lorsque le foret a débouché, le copeau est devenu très important, ce qui a engendré un effort considérable qui a fait sortir la pièce des mors lisses de l'étau. L'ouvrier tenait l'extrémité de la pièce à la main (ou a cherché à la rattraper machinalement). Celle-ci est partie en rotation avec le foret, entraînant la main de l'ouvrier contre la colonne de la perceuse. Dans le choc il a eu la 3ème phalange de l'annulaire gauche de sectionnée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=9FD3C3385CB5C509C125719D00549447|14622|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050710 - Vis transporteuse|La victime, 52 ans, ouvrier de fabrication, assurait la surveillance de l'atelier de broyage des farines de viande. Apercevant une cordelette enroulée sur l'axe de l'extrémité inférieure d'une vis de transport, la victime a essayé d'enlever cette cordelette alors que la vis fonctionnait. Sa manche a été prise par une vis dépassant de 20 mm l'axe précité. Son avant-bras a été entraîné et coincé, subissant une triple fracture du cubitus et du radius.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=78586084E46DEEBBC125719D0055535C|16169|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|210501 - Machine à planer|La victime - un chaudronnier, âgé de 33 ans - réalisait une nervure sur une tôle cintrée en inox, d'une épaisseur de 2 mm. Elle utilisait une soyeuse composée de deux galets en rotation ayant des formes complémentaires et entre lesquelles la plaque à travailler est introduite manuellement, après mise en route de la machine par enclenchement d'une pédale. L'opérateur pour cette opération portait des gants. Il a trop rapproché ceux-ci du point rentrant situé entre un galet et la tôle, un gant a été happé et son index droit entraîné, lui occasionnant une petite fracture.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=FA0127C0DD52C775C125719D005319DC|10247|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|130140 - Bouteille, flaconnage en verre|La victime, chimiste de recherche, agent de maîtrise, âgé de 30 ans, manipulait un ballon de 6 litres dans lequel se trouvaient des solvants. Alors qu'il remettait le ballon chargé sur son poste de travail, pour une raison inconnue, le récipient s'est brisé et son contenu a atteint la victime au visage et sur différentes parties du corps. Hospitalisée, la victime souffre de brûlures.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=C3F3CFCD84D428C0C1257757002E6756|22164|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|070301 - Chariot automoteur à fourche frontal à conducteur porté|La victime, un agent de production âgé de 30 ans, utilise un chariot automoteur élévateur à fourches frontales *** de 1995, équipé d'une cabine cage ouverte, pour approvisionner son poste de travail en caisses américaines (boîtes en carton). Pour des raisons inconnues, la victime s'est levée et est passée par l'avant du chariot qui ne comportait pas de pare-brise. La sécurité du siège sur ce type de chariot interdit la translation, mais pas les mouvements du mât et des fourches. Au moment où la victime se trouvait entre l'arceau de sécurité et le mât, celui-ci s'est incliné sur l'arrière, coinçant sa tête. La victime est décédée sur le coup.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=25D7293CA8AECE63C125719D0051B59A|7073|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|490110 - Arbre|La victime - ouvrier d'entretien depuis dix-huit mois - traversait la cour de l'établissement, au centre de laquelle se trouvait un arbre, pour porter des poubelles à leur emplacement de vidange. Au moment où elle se trouvait à proximité de l'arbre, celui-ci a été foudroyé et un morceau projeté sur elle. Conséquence : la victime décédera des suites d'un traumatisme crânien.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=360FA01EEF1C9877C125719D00559B05|17081|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|510218 - Autre type de toiture|La victime - 40 ans, couvreur-zingueur expérimenté - travaille dans une entreprise spécialisée dans la fabrication d'articles de boulangerie et est implantée sur plusieurs sites. Elle dispose d'une équipe de 15 personnes : maçons, plombiers, couvreurs pour effectuer les travaux de maintenance des 3600 m2. La victime doit poser des pannes destinées à recevoir une couverture en tôles galvanisées. L'équipe de couvreurs installe un filet de protection en sous-face des fermes triangulaires. Le filet est fixé à la charpente et fortement tendu, ce qui entraîne un espace non protégé de 20 à 80 cm selon les endroits, entre le mur et le bord du filet. Debout sur la charpente, la victime prend des cotes de tôles. Pour ce faire, elle pose le pied gauche sur la charpente métallique et appuie son genou droit contre le mur. En se penchant, elle perd l'équilibre et tombe sur le bord du filet, environ 1,5 mètre plus bas, puis bascule dans le vide entre le mur et le filet et chute de 5 mètres sur la dalle du rez-de-chaussée. La victime reste allongée, inconsciente, pendant quelques minutes puis reprend connaissance. Transportée à l'hôpital, elle décède dans la soirée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=9C5D238144D8B88FC125719D0053BB78|12485|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|439000 - Autre produit chimique, parachimique, pharmaceutique|La victime, âgée de 48 ans, agent de maîtrise, de sexe masculin, vidait manuellement du produit qui avait pris en masse à l'intérieur d'un sécheur-malaxeur, lorsqu'une explosion s'est produite. la victime a été brûlée aux premier et deuxième degrés et a été hospitalisée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=98BF25B59FFDBB64C125719D00550707|15561|E - Chimie, caoutchouc, plasturgie|274CG - Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l'électrochimie en graphite, carbone amorphe, de charbon artificiel à usage électrique, d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel|510313 - Support constitué provisoirement|La victime - 49 ans, ouvrier de maintenance mécanique - réalisait l'opération de maintenance annuelle d'un ventilateur de tirage à l'atelier de captation. Le salarié ne pouvait pas accéder aux six boulons arrières avec la nacelle élévatrice prévue pour les travaux en hauteur. Il travaillait en équilibre précaire, la pointe du pied droit sur le socle béton du bâti de la machine et celle du pied gauche sur la plinthe du garde-corps de la plate-forme d'accès à la trappe de visite de la turbine du ventilateur, le dos au vide. Ne pouvant oeuvrer au niveau de l'écrou, l'ouvrier procédait au serrage à partir de la tête de boulon avec une clef à cliquet munie d'une douille longue. La clef a ripé provoquant le déséquilibre de la victime qui est tombée verticalement sur le sol béton d'une hauteur de 2 mètres. Elle souffre d'une fracture malléole interne au pied gauche.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=334EE801408B869AC12577CF005001DD|22318|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|210400 - Type de presse à compacter non précisé|La victime, un manutentionnaire responsable de l'atelier de 47 ans, changeait les plaques de pression d'une presse à bloc avec un collègue. En fonction des commandes des conditionnements choisis, les plaques de pression sont changées. Elles sont constituées d'une plaque d'acier munie de quatre tiges de maintien filetées à leurs extrémités, permettant un assemblage par écrous sur une plaque de fixation, elle-même boulonnée à demeure à l'extrémité de la tige de vérin. La course du vérin par rapport à la table de dépose des produits étant fixe, la zone de compactage est déterminée selon la hauteur des récipients, par une longueur adaptée des tiges de maintien soudées sur les plaques de pression. Les plaques sont lourdes et l'accès à la zone d'accrochage est partiellement entravé par le protecteur qui, même en butée vers le haut, ne dégage que très partiellement la zone d'accrochage de la plaque. Le travail s'effectue donc à deux pour plus de facilité. Au moment de l'accident, la victime et son collègue, positionnés de part et d'autre de la table, soutenaient la plaque de pression en guidant les tiges vers les orifices de fixation. Pour faciliter l'opération, la victime a demandé à son collègue d'actionner le vérin en abaissant partiellement le protecteur. Lors de la descente, la victime, dont la main gauche était positionnée sous la plaque, a eu l'index et le majeur écrasés.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=F6A3880F2DB98D5CC125719D00536E63|11420|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|430145 - Toluène, xylène et dérivés (chimie organique de synthèse)|La victime, âgée de 63 ans, est agent de production dans une société de fabrication de produits chimiques de synthèse. Le salarié se trouvait dans la salle de contrôle d'un atelier TDA (toluène diamine). Ce produit chimique est fabriqué par hydrogénation de DNT (dinitrotoluène). Ce mélange réactionnel est introduit en continu dans les réacteurs. Un excès d'hydrogène par rapport au DNT a provoqué l'incendie du toluène et l'explosion du réacteur encrassé. Suite à cette explosion qui a soufflé la salle de contrôle, la victime blessée a eu des plaies au niveau du pavillon de l'oreille et de la jambe droite. Cet accident a entraîné un mort et trois blessés.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=5FB30E96FC6D81C7C125719D0054A873|14763|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050710 - Vis transporteuse|La victime - 53 ans, responsable du service maintenance de l'établissement - entreprend avec un collègue le décolmatage d'un silo. La victime connaît bien les installations et confiante, demande l'affectation du silo sur l'automate pour évacuer les déchets. L'intéressé accède par la trappe située à la base du silo et commence l'attaque des parois du silo à la pioche. Au moment où un bloc de son se détache, il fait un mouvement de recul et pose malencontreusement le pied sur la vis d'extraction qui se met en route à cet instant. La jambe gauche est happée dans la vis sans fin jusqu'à la cuisse. La victime amputée de sa jambe est évacuée par les secours vers un centre hospitalier régional dans un état grave.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=488F5A82B5D0744AC125719D00561055|18579|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|150102 - Mélangeur et pétrin|La victime, 38 ans, est agent d'entretien et nettoyage depuis 4 mois dans une entreprise fabriquant des aliments diététiques conditionnés dans différents contenants. Le mélange se fait dans un mélangeur principal dont la charge est de 1200 kg. Ce mélangeur est placé sur une plate-forme. La vidange est réalisée par une vanne située à la partie inférieure. Cette vanne est constituée d'un corps et d'une plaque circulaire fixée sur un axe commandé par électrovanne à air comprimé. Le manque d'air referme cette vanne. Lors de chaque changement de fabrication, et donc d'arôme, il faut nettoyer le mélangeur et la vanne, plus un nettoyage général pour éviter tout risque biologique. La victime et un collègue sont chargés de nettoyer les matériels, les machines, les tuyaux et le sol. Le nettoyage extérieur se fait en permanence. Le nettoyage intérieur se fait au jet, au chiffon... Toute personne embauchée est formée. Une fiche méthode de nettoyage précise que le mélangeur doit être arrêté. La victime a déjà réalisé ce type de travail. Lors du nettoyage extérieur effectué par la victime, le graissage des paliers a été effectué, le mélangeur tourne à vide pour vérifier l'absence de fuite de graisse. Au niveau de la vanne, elle nettoie l'extérieur mais commence à nettoyer l'intérieur car le nettoyage du mélangeur ayant été effectué, l'intérieur de la vanne est humide. Le pavillon étant ouvert, elle avance sa main et son chiffon est happé par les pales qui tournent. Surprise, la victime ne lâche pas le chiffon et le majeur et l'annulaire sont amputés.|['https://epicea.inrs.fr//EPICEA/epicea.nsf/0/488F5A82B5D0744AC125719D00561055/$FILE/Photo 1.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/488F5A82B5D0744AC125719D00561055/$FILE/Photo 2.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/488F5A82B5D0744AC125719D00561055/$FILE/Photo 3.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/488F5A82B5D0744AC125719D00561055/$FILE/Photo 4.pdf', 'https://epicea.inrs.fr//EPICEA/epicea.nsf/0/488F5A82B5D0744AC125719D00561055/$FILE/Photo 5.pdf']||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=459FB44824C52BC1C125719D005690BB|20247|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|050910 - Remorque citerne sur route|La victime, chauffeur, âgé de 37 ans, allait procéder au chargement d'une citerne de 24t de farine. Elle venait de subir des réparations mécaniques et avait été immobilisée une dizaine de jour. La victime ouvre le trou d'homme en vue d'explorer l'intérieur de la citerne et constate la présence d'un agglomérat de farine à extraire. Dans l'intervalle, la victime est sollicitée pour une autre intervention. Lorsqu'elle revient, seule, elle pénètre dans la citerne pour effectuer le retrait de l'agglomérat au moyen d'un sac et d'une pelle. L'absence prolongée de la victime est constatée par ses collègues qui la découvre inanimée dans la citerne, décédée, en position à genoux, les bras le long du corps, qui n'avait pu prélever qu'une seule pelletée d'agglomérat. Les pompiers ont mesuré un taux d'oxygène bas dans la citerne (16%).|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=ACD4082E12F79ABCC125719D0056481E|19303|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|040403 - Cloison et faux-plafond|La victime - une technicienne en métrologie de 24 ans - a chuté d'une hauteur de trois mètres environ, sur le sol en béton du couloir de circulation en franchissant la passerelle en caillebotis. Elle est passée au travers d'une plaque de faux-plafond ce qui lui a occasionné une fracture du pied. Son entreprise s'est installée dans des locaux existants. Des cellules de fabrication de médicaments ont été installées à l'intérieur des locaux. Ces cellules de forme parallélépipédique sont juxtaposées par groupes de 2 ou 3 et séparées par des couloirs de circulation. Leur plafond est rigide, on peut marcher dessus, mais de nombreux équipements gênent la circulation (gaines de ventilation, tuyauterie, câblerie...). De plus, l'espace libre entre le plancher haut des cellules et le dessous de la toiture du bâtiment ne permet pas de circuler debout. Au niveau des couloirs de circulation, un faux-plafond a été mis en place entre les cellules, une passerelle de 40 cm environ de largeur en caillebotis métallique permet de passer d'un groupe de cellule à un autre. Cette passerelle est coupée perpendiculairement par un faisceau de tubes puis par faisceau de câbles électriques, elle est dotée de chaque côté d'une chaîne en plastique rouge et blanche à une hauteur de 50 cm environ. Compte tenu de tous les obstacles existants, le franchissement de cette passerelle doit se faire à genoux tout en enjambant les faisceaux de tubes et câbles. Sur le toit des cellules, sont installés des appareils de contrôle de la ventilation.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=492EF7167FACF0D3C1258735002F4428|25407|E - Chimie, caoutchouc, plasturgie|2120Z - Fabrication de préparations pharmaceutiques|230100 - Type de tour non précisé|"Un technicien de maintenance de 56 ans, au poste depuis 36 ans, devait créer un prototype de dérouleur papier-mains mural destiné à une ligne de production.
Après avoir effectué une opération de soudage aux deux extrémités du cylindre et pour donner un aspect brillant à ce dernier, il a effectué une opération de toilage manuel au tour. Il s'est blessé la main lors de cette opération.
A noter qu'il a l’habitude de procéder ainsi même si cette opération n’est pas fréquente."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=03007016130F4D54C1257D10003CD0CB|23540|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|510231 - Galerie surélevée|"Un agent de maintenance de 50 ans a fait une chute de près de dix mètres, depuis la deuxième mezzanine du magasin de stockage. La mezzanine est équipée d'un garde-corps de un mètre de haut et comprend une sous-lisse et une plinthe.
L'agent de maintenance a été retrouvé par le magasinier, gisant sur le sol. Les circonstances de la chute ne sont pas connues.
Le salarié est décédé malgré les secours arrivés sur place."|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=7B31EA2E6F644C1EC125719D0053B632|12414|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|040403 - Cloison et faux-plafond|La victime, âgée de 31 ans, était électricien automaticien dans une entreprise de fabrication de spécialités pharmaceutiques. Pour intervenir sur des blocs de sécurité, les deux électriciens marchaient sur des tuyaux de Sprinkler situés près du mur de l'atelier, afin d'atteindre les circuits électriques et surtout pour ne pas marcher sur les faux-plafonds non porteurs. Pour une raison indéterminée, la victime est passée à travers le faux-plafond et a chuté de 5 m. Suite à un traumatisme crânien, la victime est décédée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=06C03AD7DAD39CB5C125719D0055F0F5|18168|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|490206 - Émanation gazeuse|La victime - 40 ans, opérateur de fabrication, SST - a pénétré dans une cuve de fermentation utilisée pour la fabrication de ferments lactiques. Elle a été asphyxiée et a perdu connaissance, la cuve étant en atmosphère saturée en azote (sans oxygène). Elle a voulu secourir un collègue en contrat de qualification BTS Maintenance qui était sans connaissance dans la cuve, également asphyxiée par le manque d'oxygène. Ce collègue a voulu récupérer un couvercle de boîte tombé inopinément dans la cuve. Auparavant, un autre collègue avait tenté de récupérer le couvercle mais était remonté rapidement car il s'était trouvé incommodé. L'alerte est donnée. De l'air comprimé est injecté par le haut et le bas de la cuve pour la purger. La victime et son collègue auraient recommencé à bouger avant l'arrivée des pompiers. La victime a repris connaissance en sortant de la cuve, le collègue seulement à l'hôpital. Une canne est à disposition pour retirer les objets de la cuve mais n'a pas été utilisée. Des masques filtrant l'ammoniac sont également à disposition mais n'ont pas été utilisés et n'étaient pas adaptés à la situation.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=DDFA7EAD4D0C0788C125798A002F72CB|22699|A - Métallurgie|295EC - Fabrication de machines pour les industries du process (chimie, alimentation, plasturgie, caoutchouc)|230101 - Tour parallèle|"Lors du montage d’une machine, les ouvriers constatent que des pièces ont un mauvais état de surface. Pour des raisons d’esthétique, ils retournent ces pièces au service usinage pour retouche.
Le responsable usinage confie ces pièces à la victime, un tourneur de 51 ans, pour une opération de toilage afin de redonner un aspect visuel correct aux pièces.
Cette opération est identifiée comme dangereuse et est proscrite dans l’entreprise.
C’est lors de cette opération, très exceptionnelle, que la main du salarié a été happée entre la toile émeri et la pièce en rotation. Il portait des gants, ce qui a facilité l’entraînement de la main, lié à la très bonne adhérence du gant sur la toile émeri.
Le salarié a été pris en charge par les sauveteurs secouristes de l’entreprise. L'index et l'annulaire de la main gauche ont été amputés d'une phalange."|[]||||||||||||||||
